post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,URLs,Mentions,Hashtags,label
637555158440902656,Sat Aug 29 09:19:29 +0000 2015,moving stuff is bloomin knackering and there is still loads tears in miss you eyes out do sad but relieved face,1013187241,84,211,251,837,0,False,False,[],1
637550791847510017,Sat Aug 29 09:02:08 +0000 2015,back at the house moving stuff information technology is significant other shout out peaceful here i red heart house where in the hell garden smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
637314209559281664,Fri Aug 28 17:22:02 +0000 2015,urgh anxiety ffs where does information technology come from breathe,1013187241,84,211,251,837,0,False,False,[],1
637310611244892160,Fri Aug 28 17:07:45 +0000 2015,i have too much stuff where are you where are you too much massive purge on the where are you,1013187241,84,211,251,837,0,False,False,[],1
637224036918013953,Fri Aug 28 11:23:44 +0000 2015,hideous traffic on the a must remember tears in miss you eyes out pay closer attention tears in miss you eyes out the traffic reports,1013187241,84,211,251,837,0,False,False,[],1
637208158553931776,Fri Aug 28 10:20:38 +0000 2015,packing and purging feels good smiling face where in the hell smiling eyes thumbs up mediumlight skin tone,1013187241,84,211,251,837,0,False,False,[],1
637181954975252480,Fri Aug 28 08:36:30 +0000 2015,in bampq looking at internal doors fun times winking face,1013187241,84,211,251,837,0,False,False,[],1
637145132949766144,Fri Aug 28 06:10:11 +0000 2015,tears in miss you eyes tears in miss you eyes out get up significant other shout out many things tears in miss you eyes out do such a busy day ahead,1013187241,84,211,251,837,0,False,False,[],1
637133358812778496,Fri Aug 28 05:23:24 +0000 2015,information technology is do i get up or lie here a little longer where in the hell miss you cat buddy red question mark,1013187241,84,211,251,837,0,False,False,[],1
637132570354950145,Fri Aug 28 05:20:16 +0000 2015,there is nothing like cocktails and exhaustion tears in miss you eyes out aid a good nights sleep,1013187241,84,211,251,837,0,False,False,[],1
636996790693269505,Thu Aug 27 20:20:44 +0000 2015,great night out where in the hell miss you favourite ladies much needed after the past few days i love them significant other shout out much two hearts,1013187241,84,211,251,837,0,False,False,[],1
636603948711956480,Wed Aug 26 18:19:43 +0000 2015,scholastic assessment test down on the sofa for a quick rest authors note hour ago need tears in miss you eyes out move,1013187241,84,211,251,837,0,False,False,[],1
636562582321635329,Wed Aug 26 15:35:21 +0000 2015,how much do i want pizza right now,1013187241,84,211,251,837,0,False,False,[],1
636443677511057408,Wed Aug 26 07:42:51 +0000 2015,i will always love you peter gabriel in your eyes,1013187241,84,211,251,837,0,True,False,[],1
636441987101655040,Wed Aug 26 07:36:08 +0000 2015,such a busy day ahead i need tears in miss you eyes out focus but i ante meridiem amplitude modulation feeling on the edge of derailment right now,1013187241,84,211,251,837,0,False,False,[],1
636439953547882496,Wed Aug 26 07:28:04 +0000 2015,even now the smallest thing still makes miss you heart break i does not feel like that ever goes away,1013187241,84,211,251,837,0,False,False,[],1
636429433415581696,Wed Aug 26 06:46:15 +0000 2015,why is choosing a curtain pole suddenly significant other shout out confusing too many choices and yes i know this is not a real problem,1013187241,84,211,251,837,0,False,False,[],1
636242913916264448,Tue Aug 25 18:25:06 +0000 2015,completed on miss you house got the keys what a fab day whoop house where in the hell garden party popper two hearts,1013187241,84,211,251,837,0,False,False,[],1
636090260187910144,Tue Aug 25 08:18:30 +0000 2015,hi could you retweet our long stayers sammy and suki photographed them todaybuckscatsorguk,1013187241,84,211,251,837,70,True,True,[],1
636050135546494976,Tue Aug 25 05:39:04 +0000 2015,big day today house where in the hell garden beaming face where in the hell smiling eyes party popper,1013187241,84,211,251,837,0,False,False,[],1
635927041955766273,Mon Aug 24 21:29:56 +0000 2015,how lovely,1013187241,84,211,251,837,0,True,False,['#PandaStory'],1
635883090565533696,Mon Aug 24 18:35:17 +0000 2015,the weather outside is frightfulbut our makes are significant other shout out delightful here is a sneak peak of october issues projects,1013187241,84,211,251,837,4,True,True,[],1
635879517026938881,Mon Aug 24 18:21:05 +0000 2015,that is good news at least,1013187241,84,211,251,837,0,True,False,[],1
635879398315556864,Mon Aug 24 18:20:37 +0000 2015,had a headache significant other shout out took a not a problem for three hours woke up a bit confused as tears in miss you eyes out tears in miss you eyes and day sleeping face,1013187241,84,211,251,837,0,False,False,[],1
635829485284261888,Mon Aug 24 15:02:17 +0000 2015,on a budget whatever have recipes for or less a head and they do not compromise on flavour htt,1013187241,84,211,251,837,16,True,True,[],1
635827655456198656,Mon Aug 24 14:55:00 +0000 2015,please retweet real tears in miss you eyes for united states yea right old dog owner getting very distraught over his lost dog downcast face where in the hell sweat,1013187241,84,211,251,837,238,True,True,[],1
635823998379655168,Mon Aug 24 14:40:28 +0000 2015,flying displays by vintage jets significantly restricted until further notice by caa limited tears in miss you eyes out fly pasts,1013187241,84,211,251,837,1,False,True,[],1
635718588171702272,Mon Aug 24 07:41:37 +0000 2015,happy crafters if you need a bit of a pickmeup tears in miss you eyes out get you started check this out,1013187241,84,211,251,837,4,True,True,['#Monday'],1
635717273462902784,Mon Aug 24 07:36:23 +0000 2015,they do not sleep like this now two hearts,1013187241,84,211,251,837,0,True,False,['#catsoftwitter'],1
635711239046475776,Mon Aug 24 07:12:24 +0000 2015,truly significant other shout out awful worried face,1013187241,84,211,251,837,0,True,False,[],1
635710739081261056,Mon Aug 24 07:10:25 +0000 2015,i do not understand this what does information technology achieve confused face palmyras baalshamin temple blown up by is,1013187241,84,211,251,837,0,True,False,[],1
635698503784730624,Mon Aug 24 06:21:48 +0000 2015,cigarettes made out of green tea leaves claim tears in miss you eyes out help you quit smoking,1013187241,84,211,251,837,34,True,True,[],1
635569269787500544,Sun Aug 23 21:48:16 +0000 2015,not having tears in miss you eyes out get up in the morning for two whole weeks bliss smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
635543618380562433,Sun Aug 23 20:06:21 +0000 2015,i feel like authors note invisible have a national institute of clinical excellence day is trying tears in miss you eyes out remove both miss you eyeballs where in the hell a spoon confounded face,1013187241,84,211,251,837,0,False,False,[],1
635542289629192192,Sun Aug 23 20:01:04 +0000 2015,hair tapestry is the latest hair trend,1013187241,84,211,251,837,12,True,True,[],1
635533454076215296,Sun Aug 23 19:25:57 +0000 2015,information technology feels like coverage and alt media has now gone beyond news tears in miss you eyes out ghoulish,1013187241,84,211,251,837,0,False,False,['#shoreham'],1
635532439201415169,Sun Aug 23 19:21:55 +0000 2015,information technology is the mail information technology is entirely their modus operandi mail online is barely news confused face,1013187241,84,211,251,837,0,False,True,[],1
635527712275308544,Sun Aug 23 19:03:08 +0000 2015,information technology is significant other shout out awful worried face,1013187241,84,211,251,837,0,False,True,[],1
635526891013828608,Sun Aug 23 18:59:52 +0000 2015,the awfulness of information technology continues heartbreaking worried face,1013187241,84,211,251,837,0,True,False,[],1
635489332082683904,Sun Aug 23 16:30:38 +0000 2015,lazy afternoon snooze where in the hell miss you kitty cat,1013187241,84,211,251,837,0,False,False,['#lazysunday'],1
635480709331877889,Sun Aug 23 15:56:22 +0000 2015,the pain and heartbreak of tragedy is such a confusing emotion i feel such sadness for miss you south coast friends,1013187241,84,211,251,837,1,False,False,['#shoreham'],1
635466276417204224,Sun Aug 23 14:59:01 +0000 2015,pouring where in the hell rain in that sun did not last long confused face,1013187241,84,211,251,837,1,False,False,['#cambridge'],1
635457669915086850,Sun Aug 23 14:24:49 +0000 2015,friends of footballers pay tribute tears in miss you eyes out tears in miss you eyes out their teammates,1013187241,84,211,251,837,6,True,True,[],1
635437561767444480,Sun Aug 23 13:04:55 +0000 2015,i have done nothing for the last minute enough i need tears in miss you eyes out stand up and do stuff,1013187241,84,211,251,837,0,False,False,['#lazysunday'],1
635353558045597697,Sun Aug 23 07:31:07 +0000 2015,comfy this sunday morning our cushion blog post will only make you more snug,1013187241,84,211,251,837,1,True,True,[],1
635343406479339520,Sun Aug 23 06:50:46 +0000 2015,a diversion route likely tears in miss you eyes out remain in place all day after shoreham air crash,1013187241,84,211,251,837,28,True,True,[],1
635341947071266816,Sun Aug 23 06:44:58 +0000 2015,new media highlights the hypocrisy of humans tragedy is global but many choose tears in miss you eyes out ignore what is not on their doorstep x,1013187241,84,211,251,837,0,False,True,[],1
635187171243229185,Sat Aug 22 20:29:57 +0000 2015,i hope the pilot pulls through there is been enough death today at worried face,1013187241,84,211,251,837,1,True,False,['#shoreham'],1
635128780235894784,Sat Aug 22 16:37:55 +0000 2015,i keep seeing comments that the pilot wait and see saved if true i find that quite incredible,1013187241,84,211,251,837,0,False,True,[],1
635122065058742272,Sat Aug 22 16:11:14 +0000 2015,urgh awful crying face,1013187241,84,211,251,837,0,False,True,[],1
635121565361938432,Sat Aug 22 16:09:15 +0000 2015,i cannot shake the image of the unsuspecting people driving along minding their own business tragically sad,1013187241,84,211,251,837,0,False,True,[],1
635119579455451136,Sat Aug 22 16:01:22 +0000 2015,this dear god horrific image worried face awful awful awful crying face,1013187241,84,211,251,837,0,True,True,[],1
635117890262446080,Sat Aug 22 15:54:39 +0000 2015,people confirmed dead after plane crashed into several vehicles on a during airshow,1013187241,84,211,251,837,1213,True,True,['#Shoreham'],1
635115683232227329,Sat Aug 22 15:45:53 +0000 2015,british broadcasting corporation reporting fatalities significant other shout out far worried face just significant other shout out awful,1013187241,84,211,251,837,0,False,True,[],1
635112732132528128,Sat Aug 22 15:34:09 +0000 2015,toaster shopping is needlessly confusing,1013187241,84,211,251,837,0,False,False,[],1
635111298687221760,Sat Aug 22 15:28:28 +0000 2015,finding information technology hard tears in miss you eyes out find a funky decent quality toaster at a reasonable price all silver boring or cheap looking,1013187241,84,211,251,837,0,False,False,['#firstworldproblems'],1
635109574039760896,Sat Aug 22 15:21:36 +0000 2015,this very sad footage has been released of the air crash the content is obviously distressing,1013187241,84,211,251,837,69,True,True,['#Shoreham'],1
635097271646978048,Sat Aug 22 14:32:43 +0000 2015,i had the same thought worried face,1013187241,84,211,251,837,0,False,True,[],1
635095852600696832,Sat Aug 22 14:27:05 +0000 2015,what authors note awful awful tragedy let united states hope the casualties are few worried face,1013187241,84,211,251,837,0,True,False,[],1
634994424653709312,Sat Aug 22 07:44:03 +0000 2015,significant other shout out true two hearts,1013187241,84,211,251,837,0,True,False,[],1
634974010309263360,Sat Aug 22 06:22:55 +0000 2015,sofa shopping whoop party popper,1013187241,84,211,251,837,0,False,False,[],1
634972142795403264,Sat Aug 22 06:15:30 +0000 2015,miss you cat is always overjoyed tears in miss you eyes out see me every morning that kind of love is priceless two hearts smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
634965102727430144,Sat Aug 22 05:47:32 +0000 2015,beach trip winking face,1013187241,84,211,251,837,0,False,True,[],1
634960545607778304,Sat Aug 22 05:29:25 +0000 2015,are you going tears in miss you eyes out go,1013187241,84,211,251,837,0,False,True,[],1
634814583899877377,Fri Aug 21 19:49:25 +0000 2015,information technology is dusk but warm cool smiling face where in the hell smiling eyes two hearts,1013187241,84,211,251,837,0,True,False,[],1
634799750685040640,Fri Aug 21 18:50:29 +0000 2015,awesome motovlogs your commentary is great fun now i want a bike winking face,1013187241,84,211,251,837,0,False,True,[],1
634770016227958784,Fri Aug 21 16:52:19 +0000 2015,spotted heading east from keep a look out,1013187241,84,211,251,837,2,False,True,"['#dolphins', '#Hove']",1
634765257475522560,Fri Aug 21 16:33:25 +0000 2015,just finished a service centre call that did not make me want tears in miss you eyes out cry or punch something good work eon thumbs up mediumlight skin tone,1013187241,84,211,251,837,0,False,False,[],1
634763828862021632,Fri Aug 21 16:27:44 +0000 2015,man taken tears in miss you eyes out hospital after suffering arm wrestling injury on mill road,1013187241,84,211,251,837,3,True,True,[],1
634760324378443776,Fri Aug 21 16:13:49 +0000 2015,you too sun,1013187241,84,211,251,837,0,False,True,[],1
634759751851745281,Fri Aug 21 16:11:32 +0000 2015,hi thanks yes i found information technology in the end and spoke where in the hell a national institute of clinical excellence helpful young lady all sorted thanks,1013187241,84,211,251,837,0,False,True,[],1
634759509827829760,Fri Aug 21 16:10:35 +0000 2015,re miss you last tweet do not worry spoke tears in miss you eyes out v helpful young lady all sorted thanks,1013187241,84,211,251,837,0,False,True,[],1
634756947267448833,Fri Aug 21 16:00:24 +0000 2015,hi i ante meridiem amplitude modulation trying tears in miss you eyes out find a number tears in miss you eyes out phone for a new account but cannot find information technology please can you advise thanks,1013187241,84,211,251,837,0,False,True,[],1
634654037888118784,Fri Aug 21 09:11:28 +0000 2015,fragile egos and umbrage taken in a blink i need a break,1013187241,84,211,251,837,0,False,False,[],1
634643282493067264,Fri Aug 21 08:28:44 +0000 2015,our dogs are desperate for treatsben and his friends would be significant other shout out grateful for any donations,1013187241,84,211,251,837,44,True,True,[],1
634640362334781440,Fri Aug 21 08:17:08 +0000 2015,two weeks off i cannot fing wait i need tears in miss you eyes out get away from work now,1013187241,84,211,251,837,0,False,False,[],1
634628898693742592,Fri Aug 21 07:31:34 +0000 2015,things you did not know you could do where in the hell malteasers and they are all epic,1013187241,84,211,251,837,6,True,True,[],1
634628697161625600,Fri Aug 21 07:30:46 +0000 2015,feeling a strange mix of excited and sad such a big change looming very liberating in significant other shout out many ways but,1013187241,84,211,251,837,0,False,False,['#lifeischanging'],1
634628135196209152,Fri Aug 21 07:28:32 +0000 2015,this is the last tears in miss you eyes i ante meridiem amplitude modulation going tears in miss you eyes out take this bus tears in miss you eyes out work feels weird,1013187241,84,211,251,837,0,False,False,[],1
634617497195540484,Fri Aug 21 06:46:16 +0000 2015,i need tears in miss you eyes out care less but do not want tears in miss you eyes out have a hard heart confused face,1013187241,84,211,251,837,0,False,False,[],1
634617327930241024,Fri Aug 21 06:45:36 +0000 2015,i do not know why i allow myself tears in miss you eyes out feel such disappointment in someone even after all this tears in miss you eyes,1013187241,84,211,251,837,0,False,False,[],1
634597667482542080,Fri Aug 21 05:27:28 +0000 2015,last day in the office for weeks whoop smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
634408642910027776,Thu Aug 20 16:56:21 +0000 2015,horrible muggy weather,1013187241,84,211,251,837,0,False,False,"['#cambridge', '#weather']",1
634407239848194048,Thu Aug 20 16:50:47 +0000 2015,not however going tears in miss you eyes out miss living on a road where people drive like lunatics,1013187241,84,211,251,837,0,False,False,[],1
634403594733776896,Thu Aug 20 16:36:18 +0000 2015,walking home occurs tears in miss you eyes out me that walking home will not be possible soon i will miss that,1013187241,84,211,251,837,0,False,False,[],1
634349032744349696,Thu Aug 20 12:59:29 +0000 2015,wondering if this will turn out tears in miss you eyes out be raymond confused face,1013187241,84,211,251,837,0,True,False,[],1
634321096213458944,Thu Aug 20 11:08:29 +0000 2015,i have decided that miss you life needs a pink cuddler chairbed beaming face where in the hell smiling eyes growing heart house where in the hell garden,1013187241,84,211,251,837,0,False,False,[],1
634304619385081856,Thu Aug 20 10:03:00 +0000 2015,i love this story,1013187241,84,211,251,837,0,True,False,[],1
634268862238826496,Thu Aug 20 07:40:55 +0000 2015,good luck tears in miss you eyes out all the kids getting their general certificate of secondary education results today graduation cap,1013187241,84,211,251,837,0,False,False,['#resultsday'],1
634259276270338048,Thu Aug 20 07:02:50 +0000 2015,no people amp no traffic where is everyone,1013187241,84,211,251,837,0,False,False,['#quietcambridge'],1
634251264033955840,Thu Aug 20 06:30:59 +0000 2015,can faffing be considered a hobby i ante meridiem amplitude modulation very good at that,1013187241,84,211,251,837,0,False,False,[],1
634245970147057665,Thu Aug 20 06:09:57 +0000 2015,this absolutely this purple heart,1013187241,84,211,251,837,0,True,False,[],1
634244897139240960,Thu Aug 20 06:05:41 +0000 2015,all i can think about right now is sofa shopping excited laughing out loud house where in the hell garden party popper,1013187241,84,211,251,837,0,False,False,[],1
634230985228427264,Thu Aug 20 05:10:24 +0000 2015,i suppose i should get up,1013187241,84,211,251,837,0,False,False,[],1
634133567627509760,Wed Aug 19 22:43:18 +0000 2015,need tears in miss you eyes out sleep but information technology is been authors note exciting day and i ante meridiem amplitude modulation still buzzed beaming face where in the hell smiling eyes house where in the hell garden,1013187241,84,211,251,837,0,False,False,[],1
634132850007257093,Wed Aug 19 22:40:27 +0000 2015,mini harley owner group earlier this evening one of two that have moved in two hearts,1013187241,84,211,251,837,0,True,False,[],1
633526666464243712,Tue Aug 18 06:31:42 +0000 2015,the best times tears in miss you eyes out post on facebook instagram twitter,1013187241,84,211,251,837,24,True,True,[],1
633523125435637760,Tue Aug 18 06:17:38 +0000 2015,another milestone day insurance in place final viewing tonight deposit prepared exchange imminent thumbs up mediumlight skin tone smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
633522478434910208,Tue Aug 18 06:15:03 +0000 2015,this is significant other shout out me beaming face where in the hell smiling eyes,1013187241,84,211,251,837,0,True,False,[],1
633519761285120000,Tue Aug 18 06:04:15 +0000 2015,i miss you every single day i do not think you know that still information technology is true two hearts,1013187241,84,211,251,837,0,False,False,[],1
633414312011407364,Mon Aug 17 23:05:14 +0000 2015,there is either authors note eyelash or authors note elephant in miss you eye either where are you the net result is the same,1013187241,84,211,251,837,0,False,False,['#pain'],1
633372452375121920,Mon Aug 17 20:18:54 +0000 2015,elephant fact of the day authors note elephant herd is considered one of the most closely knit societies of any animal,1013187241,84,211,251,837,79,True,True,[],1
633332976764514304,Mon Aug 17 17:42:03 +0000 2015,miss you beautiful spopie adopted from chat in loving the sun last week growing heart,1013187241,84,211,251,837,3,True,True,['#blackcatappreciationday'],1
633311371204132864,Mon Aug 17 16:16:11 +0000 2015,do you still use this account,1013187241,84,211,251,837,0,False,True,[],1
633310349735948292,Mon Aug 17 16:12:08 +0000 2015,what a beauty,1013187241,84,211,251,837,0,False,True,[],1
633303580217344000,Mon Aug 17 15:45:14 +0000 2015,interesting reading british broadcasting corporation news better diagnosis call for adults where in the hell attention deficit hyperactivity disorder,1013187241,84,211,251,837,0,True,False,[],1
633243511027027968,Mon Aug 17 11:46:32 +0000 2015,this is miss you girl spopie,1013187241,84,211,251,837,4,True,True,['#blackcatappreciationday'],1
633237525117693952,Mon Aug 17 11:22:45 +0000 2015,cementing miss you status as that crocheting weirdo in the staff cafe beaming face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
633235386769276928,Mon Aug 17 11:14:15 +0000 2015,hear hear,1013187241,84,211,251,837,0,True,False,[],1
633235276203171840,Mon Aug 17 11:13:49 +0000 2015,never thought i would say this but i ante meridiem amplitude modulation glad for the distraction of work something tears in miss you eyes out keep me productive and organised,1013187241,84,211,251,837,0,False,False,[],1
633213464027267073,Mon Aug 17 09:47:09 +0000 2015,information technology feels autumnal out all of a sudden fallen leaf maple leaf,1013187241,84,211,251,837,0,False,False,[],1
633182008970227712,Mon Aug 17 07:42:09 +0000 2015,made jess a cake birthday cake,1013187241,84,211,251,837,0,True,False,[],1
633170396888608768,Mon Aug 17 06:56:01 +0000 2015,community rallies behind former soldier who wait and see seen begging at the beehive centre,1013187241,84,211,251,837,4,True,True,[],1
633170263396511745,Mon Aug 17 06:55:29 +0000 2015,yrs ago a puppy wait and see abandoned in ireland took him tears in miss you eyes out london i adopted him today happy ending high explosives swims in california,1013187241,84,211,251,837,47,False,True,[],1
633169388452085760,Mon Aug 17 06:52:00 +0000 2015,i miss you every single day some days information technology feels like being gutpunched,1013187241,84,211,251,837,0,False,False,[],1
632926198348283905,Sun Aug 16 14:45:39 +0000 2015,house smells of cake smiling face where in the hell hearteyes birthday cake,1013187241,84,211,251,837,0,False,False,[],1
632870146709803008,Sun Aug 16 11:02:55 +0000 2015,cotton granny square pink and grey,1013187241,84,211,251,837,0,True,False,"['#crochet', '#grannysquare']",1
632843537038614528,Sun Aug 16 09:17:11 +0000 2015,i have had miss you little car a year today happy birthday little car still going strong party popper oncoming automobile,1013187241,84,211,251,837,0,False,False,[],1
632646475768549377,Sat Aug 15 20:14:08 +0000 2015,a bad week calls for,1013187241,84,211,251,837,0,True,False,['#comfortfood'],1
632552107791515649,Sat Aug 15 13:59:09 +0000 2015,i red heart ely smiling face where in the hell smiling eyes two hearts,1013187241,84,211,251,837,0,True,False,"['#ely', '#cambridgeshire']",1
632486874595074048,Sat Aug 15 09:39:56 +0000 2015,gorgeous day for a drive tears in miss you eyes out ely ely catherdral,1013187241,84,211,251,837,0,True,False,[],1
632264806389706752,Fri Aug 14 18:57:31 +0000 2015,i thought you said i could have him winking face,1013187241,84,211,251,837,0,False,True,[],1
631811145410723844,Thu Aug 13 12:54:50 +0000 2015,information technology looks awful down there i hope you are okay xx,1013187241,84,211,251,837,0,True,True,[],1
631810620288053249,Thu Aug 13 12:52:45 +0000 2015,in pictures severe weather hits sussex,1013187241,84,211,251,837,10,True,True,[],1
631589569172013059,Wed Aug 12 22:14:22 +0000 2015,block another traditional square,1013187241,84,211,251,837,0,True,False,"['#granny', '#crochet', '#crochetblanket', '#afghan']",1
631569225379876864,Wed Aug 12 20:53:31 +0000 2015,harley owner group tears in miss you eyes two hearts,1013187241,84,211,251,837,0,True,False,['#hedgehog'],1
631539401554837504,Wed Aug 12 18:55:01 +0000 2015,this,1013187241,84,211,251,837,0,True,False,[],1
631535225701593088,Wed Aug 12 18:38:25 +0000 2015,this i know do not crochet when tipsy angry or sad too many extremes and crochet do not mix for me,1013187241,84,211,251,837,0,False,False,[],1
631533943439917056,Wed Aug 12 18:33:20 +0000 2015,feeling emotionally drained tears in miss you eyes for authors note easy stress free evening crochet and the penguins of madagascar penguin,1013187241,84,211,251,837,0,False,False,[],1
631531015446622209,Wed Aug 12 18:21:42 +0000 2015,arriving in whatever are welcomed by a riveting colorful nature,1013187241,84,211,251,837,62,True,True,"['#AstroLuca2013', '#Queensland', '#Australia']",1
631518690807271424,Wed Aug 12 17:32:43 +0000 2015,aboard the aquatic combines harvesting weeds in cambs waterways,1013187241,84,211,251,837,9,True,True,[],1
631237613937127424,Tue Aug 11 22:55:49 +0000 2015,this yep,1013187241,84,211,251,837,0,True,False,[],1
631234172477153280,Tue Aug 11 22:42:09 +0000 2015,big hoggle out for his supper tonight happy ending high explosives is a magical little beastie growing heart,1013187241,84,211,251,837,0,True,False,[],1
631200592669577216,Tue Aug 11 20:28:43 +0000 2015,marley amp zena on looking fab after rescue from owner who let them tears in miss you eyes out almost starve owning a dog is a priv,1013187241,84,211,251,837,18,False,True,['#DogRescuers'],1
631199941059325952,Tue Aug 11 20:26:07 +0000 2015,indeed,1013187241,84,211,251,837,842,True,True,[],1
631188164896509952,Tue Aug 11 19:39:20 +0000 2015,such a magical sky tonight information technology changes in seconds,1013187241,84,211,251,837,0,True,False,['#nofilter'],1
631185760977334272,Tue Aug 11 19:29:46 +0000 2015,beautiful sky tonight,1013187241,84,211,251,837,0,True,False,['#nofilter'],1
631181394182565888,Tue Aug 11 19:12:25 +0000 2015,a rare tuesday treat for dinner,1013187241,84,211,251,837,0,True,False,['#comfortfood'],1
631161724230610944,Tue Aug 11 17:54:16 +0000 2015,bought today cannot decide if this is super organised or waaay too early,1013187241,84,211,251,837,0,True,False,[],1
631160423799238657,Tue Aug 11 17:49:06 +0000 2015,sorry tears in miss you eyes out hear this lily pets are family and information technology is heartbreaking when they die dixie had a lovely life where in the hell you x,1013187241,84,211,251,837,0,False,True,[],1
631127184707612672,Tue Aug 11 15:37:01 +0000 2015,must remember this,1013187241,84,211,251,837,0,True,False,[],1
630638584039624704,Mon Aug 10 07:15:29 +0000 2015,gorilla has amazing reaction when reunited where in the hell man that took care of him for years,1013187241,84,211,251,837,0,True,False,[],1
630512758497394688,Sun Aug 09 22:55:30 +0000 2015,test your eyes by playing this fastpaced colormatching game,1013187241,84,211,251,837,23,True,True,[],1
630512726285156352,Sun Aug 09 22:55:22 +0000 2015,i scored points at kolor a game where you have tears in miss you eyes out guess colors tears in miss you eyes out score high,1013187241,84,211,251,837,0,False,False,[],1
630511794956693504,Sun Aug 09 22:51:40 +0000 2015,awake mind racing need tears in miss you eyes out sleep dammit worried face,1013187241,84,211,251,837,0,False,False,['#insomnia'],1
630507417500000257,Sun Aug 09 22:34:17 +0000 2015,square done,1013187241,84,211,251,837,0,True,False,"['#crochet', '#crochetblanket']",1
630507027375214592,Sun Aug 09 22:32:44 +0000 2015,glad tears in miss you eyes out see that you survived the brutality of the desert stay strong be safe,1013187241,84,211,251,837,0,False,True,[],1
630448611252404224,Sun Aug 09 18:40:36 +0000 2015,i have just remembered that the new house has range cooker whoop looking forward tears in miss you eyes out road testing information technology smiling face where in the hell smiling eyes,1013187241,84,211,251,837,0,False,False,[],1
630387865445343232,Sun Aug 09 14:39:13 +0000 2015,square lacy pale blue dk yarn,1013187241,84,211,251,837,0,True,False,"['#crochet', '#crocheting', '#crochetblanket']",1
630368131723231232,Sun Aug 09 13:20:48 +0000 2015,squares made,1013187241,84,211,251,837,1,True,False,"['#crochet', '#crocheting']",1
630325533990064128,Sun Aug 09 10:31:32 +0000 2015,have you had a look around milton country park whatever have found some of i think or thought significant other shout out prettiest spots,1013187241,84,211,251,837,11,True,True,[],1
630325417497505792,Sun Aug 09 10:31:05 +0000 2015,happy sunday,1013187241,84,211,251,837,2,True,True,['#BorntoSew'],1
630320799640068096,Sun Aug 09 10:12:44 +0000 2015,deckchair in the sun what is not tears in miss you eyes out love sun two hearts smiling face where in the hell sunglasses,1013187241,84,211,251,837,0,True,False,['#CatsOfTwitter'],1
630128421033648128,Sat Aug 08 21:28:17 +0000 2015,watching pitch perfect pat benatar whatever belong,1013187241,84,211,251,837,0,True,False,[],1
